Section,Title,Date
World,"ARK'S Wood sees Europe in recession, high oil prices to drive EV sales","March 8, 2022"
Markets,"Germany vetoes nuclear power extension, aims for LNG terminal in 2024","March 8, 2022"
World,"Tesla sold 56,515 China-made vehicles in February - CPCA","March 8, 2022"
Markets,Environmental groups press California on electric car rules,"March 8, 2022"
Markets,Morrison & Foerster joins law firms landing in Austin's 'Silicon Hills',"March 7, 2022"
Business,"Analysis: Ukraine invasion sets back Musk's dream for cheaper EVs, for now","March 7, 2022"
Charged,Canada's Rock Tech Lithium could build 400 mln euro plant in Romania,"March 7, 2022"
Legal,Tesla's long-delayed German gigafactory gets conditional green light,"March 5, 2022"
Business,Panasonic plans new massive battery plant in U.S. to supply Tesla -NHK,"March 4, 2022"
Disrupted,Exclusive: Chinese automaker SAIC's MG Motor India to raise funds for EV push - sources,"March 4, 2022"
Business,Wall Street ends lower as war in Ukraine stirs uncertainty,"March 4, 2022"
Autos & Transportation,Musk invites UAW union to hold vote at Tesla California factory,"March 3, 2022"
Markets,Ukraine crisis clouds outlook for Italy's Brembo after Q4 margin drop,"March 3, 2022"
Business,Tesla to win approval for $5.5 billion Berlin gigafactory on Friday,"March 3, 2022"
Business,Brandenburg to hold news conference on Tesla gigafactory on Friday,"March 3, 2022"
Business,Approval procedure for Tesla factory near Berlin completed - Handelsblatt,"March 3, 2022"
Business,Amazon to shut its bookstores and other shops as its grocery chain expands,"March 3, 2022"
Business,JPMorgan’s $162 mln fight with Tesla: simple contract case or revenge plot?,"March 2, 2022"
Legal,"Ford boosts EV spending to $50 billion, sets up new Model e unit","March 2, 2022"
Charged,Focus: Big U.S. auto dealers bet billions against the death of the dealership,"March 2, 2022"
Focus,"Rivian raises EV prices by 20%, inviting customer ire, taunt from Musk","March 2, 2022"
Charged,"EXCLUSIVE Ford set to announce plans to run EV, ICE as separate businesses -sources","March 2, 2022"
Markets,"Australia's Core Lithium enters into supply deal with Tesla, shares jump","March 2, 2022"
Charged,Stellantis aims to double revenue by 2030 as it goes electric,"March 1, 2022"
Deals,EV battery startup ONE raises $65 million to speed U.S. plant plans,"March 1, 2022"
Business,S&P 500 ends lower as West hits Russia with sanctions,"March 1, 2022"
European Markets,"Lucid cuts 2022 production goal, shares slide","March 1, 2022"
Charged,Lordstown expects to sell 500 Endurance trucks even as costs surge,"February 28, 2022"
Business,Tesla factory near Berlin in final phase of approval process - local authority,"February 28, 2022"
Technology,Panasonic to begin mass producing new Tesla battery by end-March 2024,"February 28, 2022"
Business,"Battered U.S. retail investors bought latest dip, Vanda Research says","February 25, 2022"
Business,"SEC probes Elon Musk, brother Kimbal over Tesla share sales - WSJ","February 25, 2022"
Business,U.S. safety agency probes 1.7 million Hondas after braking complaints,"February 24, 2022"
Business,Softbank-backed Ola Electric plans 50Gwh India battery plant in EV push -sources,"February 24, 2022"
Business,Exclusive: Tesla plans new Shanghai plant to more than double China capacity - sources,"February 24, 2022"
Business,Ford has no plans to spin off EV or gasoline-powered vehicle businesses -CEO,"February 24, 2022"
Business,"Hertz profit rises on ongoing travel rebound, but restructuring costs weigh","February 24, 2022"
Markets,Tesla faces day of reckoning on water supply for planned German plant,"February 23, 2022"
Technology,Tesla to expand parts production in Shanghai to meet export demand -document,"February 23, 2022"
Markets,Lucid Group to recall over 200 cars due to possible safety issue,"February 23, 2022"
Business,"Biden voices support for new U.S. mines, if they don't repeat past sins","February 23, 2022"
Business,Tesla hit by another lawsuit over racism by ex-worker,"February 22, 2022"
Business,Column: Electric vehicle battery demand surge supercharges nickel: Andy Home,"February 22, 2022"
Business,Tesla changes S.Korea ads after antitrust probe faulted batteries,"February 18, 2022"
Markets,Analysis: Tesla software updates allow quick fixes - and taking risks,"February 18, 2022"
Business,GE warns of profit hit in first half from supply and labor issues,"February 18, 2022"
Charged,"Back in the black, Renault looks to tap into electric boom","February 18, 2022"
Breakingviews,Review: PayPal alumni’s age of innocence,"February 18, 2022"
Charged,China NEV sales drop 18.6% in January after subsidy cut,"February 18, 2022"
Business,"Elon Musk, Tesla attack SEC for 'unrelenting' harassment","February 18, 2022"
Business,"U.S. investigates 416,000 Tesla vehicles over unexpected braking reports","February 18, 2022"
World,"Elon Musk tweets, then deletes, meme comparing Trudeau to Hitler","February 17, 2022"
Markets,LIVE MARKETS Wall Street ends sharply lower as war fears increase,"February 17, 2022"
Markets,Tesla sued over alleged suspension failure in fatal Florida crash,"February 17, 2022"
Breakingviews,"Ford, Volvo join Redwood in EV battery recycling push in California","February 17, 2022"
Charged,"Odd steering wheel and controls trip up Tesla, rivals -Consumer Reports","February 17, 2022"
Business,Foreign automakers see their chance in Japan with electric vehicles,"February 17, 2022"
Autos & Transportation,S.Korea weighs penalty against Tesla for exaggerating mileage,"February 16, 2022"
Business,"Jaguar Land Rover, Nvidia ally in vehicle software arms race","February 16, 2022"
Autos & Transportation,"VW set to boost output, pick new EV plant site, amid chip crunch","February 16, 2022"
Business,Australia's Liontown signs 5-year lithium supply deal with Tesla,"February 16, 2022"
Business,Focus: EV startups hunt for an edge as big automakers roll out vans and trucks,"February 15, 2022"
Markets,Musk donated over $5.7 billion in Tesla shares to charity in November,"February 15, 2022"
Markets,The S&P 500 ends down as Russia-Ukraine tensions heat up,"February 15, 2022"
Business,Billionaire Soros buys stake in EV startup Rivian,"February 14, 2022"
Business,EV-maker Polestar's ad ribbing Musk most popular at Super Bowl,"February 14, 2022"
Charged,"Tesla sold 59,845 China-made vehicles in January -CPCA","February 14, 2022"
World,"Tesla can build cars, but culture may be harder","February 11, 2022"
Markets,SpaceX chief Elon Musk 'highly confident' his Starship will reach orbit this year,"February 11, 2022"
Markets,"Tesla plans to locate China design centre in Beijing, city govt says","February 11, 2022"
Business,"Review: Hollywood's China tragedy, in three acts","February 11, 2022"
Breakingviews,California sues Tesla over Black workers' allegations of discrimination,"February 11, 2022"
Science,EXCLUSIVE Ford’s Lincoln brand to launch full slate of electric SUVs by 2026 -sources,"February 11, 2022"
Business,Wall Street ends down sharply on fears of aggressive Fed rate hikes,"February 11, 2022"
Breakingviews,"Tesla recalls over 500,000 U.S. vehicles to fix pedestrian warning sounds","February 11, 2022"
Business,Factbox: California lawsuit latest to accuse Tesla of discrimination,"February 10, 2022"
Business,"Tesla recalls 26,681 U.S. vehicles over windshield defrosting software","February 9, 2022"
Business,"Tesla says California plans to sue over alleged discrimination, harassment","February 9, 2022"
Business,"Volkswagen labour chief takes company to task on China, in FAZ interview","February 9, 2022"
Technology,Tesla production in Berlin to start mid-March at earliest-RBB,"February 9, 2022"
Business,"Germany must focus on current climate goals, protect global position - auto association","February 9, 2022"
Markets,Vietnam electric car whizz takes ambitious road,"February 9, 2022"
Markets,"GM plans six-fold increase in 2022 electric truck, SUV production -sources","February 9, 2022"
Business,Two U.S. senators raise 'significant concerns' with Tesla driving systems,"February 8, 2022"
Business,"Biden touts 'American manufacturing comeback,' announces Tennessee charger plant","February 8, 2022"
Charged,"After months of complaint by Elon Musk, Biden acknowledges Tesla","February 8, 2022"
Business,Stellantis launches electrified Alfa Romeo Tonale SUV,"February 8, 2022"
Retail & Consumer,"India's Maharashtra hopes to persuade Amazon, Uber, others to go electric faster","February 8, 2022"
World,South Korea's Hyundai Motor to take a fresh crack at Japan sales,"February 8, 2022"
Business,"Canadian police seize fuel, remove oil tanker; court silences protesters' horns","February 8, 2022"
World,EV battery giant LG Energy Solution sees demand rising as chip shortage eases,"February 8, 2022"
Business,Tesla cut steering component from some cars to deal with chip shortage - CNBC,"February 8, 2022"
Markets,Tesla receives subpoena from U.S. securities regulator over 2018 settlement,"February 7, 2022"
Future of Money,Musk's SpaceX working to restore Tonga's internet - Fiji official,"February 7, 2022"
Markets,Ottawa mayor declares state of emergency to deal with trucking blockade,"February 6, 2022"
World,"Thousands protest vaccine mandates in Canada, further fraying nerves","February 6, 2022"
Business,"Hertz wheels in ex-Goldman Sachs CFO as top boss, shares jump","February 4, 2022"
World,California delays decision on rooftop solar policy reform,"February 4, 2022"
Business,"Automakers, chip firms differ on when semiconductor shortage will abate","February 4, 2022"
Technology,"Northvolt, Volvo Cars pick Gothenburg for new battery plant","February 4, 2022"
Technology,"Zuckerberg loses $29 billion in net worth, Bezos gains $20 billion","February 4, 2022"
Business,"Tesla recalls 817,000 vehicles in U.S. over seat belt reminder alert","February 3, 2022"
Business,Tesla plans to build cathode building at Texas Gigafactory,"February 3, 2022"
Legal,Mayer Brown plucks more Stoel Rives partners for new Salt Lake City office,"February 3, 2022"
Explainer,Explainer: Costs of nickel and cobalt used in electric vehicle batteries,"February 3, 2022"
Business,Alphabet eyes $2 trillion value after blowout results,"February 3, 2022"
Markets,"Aptiv, Audi invest $285 million in software company TTTech Auto","February 3, 2022"
Markets,LIVE MARKETS More than four,"February 3, 2022"
Markets,More than four,"February 3, 2022"
Markets,India close to finalising incentives under new battery swap scheme - source,"February 3, 2022"
World,U.S. safety regulator reviews Tesla driver complaints over false braking,"February 3, 2022"
Technology,"Musk tweet on union campaign not illegal threat, says Tesla lawyer","February 3, 2022"
Legal,"Autonomous vehicles need stricter rules -U.S. safety group, labor unions","February 2, 2022"
Business,"Alphabet stock split may trigger retail buying, Dow inclusion","February 2, 2022"
Legal,Musk defends Tesla going-private tweet in 2018 as 'truthful',"February 2, 2022"
Technology,Ford to make new investment of up to $20 billion in EV push- Bloomberg News,"February 2, 2022"
Disrupted,"Robots marched on in 2021, with record orders by North American firms","February 2, 2022"
Business,"Bilfinger, Rock Tech Lithium sign MoU on construction of German facility","February 2, 2022"
Business,Panasonic's Q3 profit slides as material costs rise and appliance sales fall,"February 2, 2022"
Focus,"Focus: Self-driving car companies zoom ahead, leaving U.S. regulators behind","February 2, 2022"
The Great Reboot,"Google propels record Alphabet revenue, driving shares up 8%","February 2, 2022"
Business,GM prioritizes faster EV launches ahead of fatter profits,"February 2, 2022"
Business,"Tesla recalls nearly 54,000 vehicles that may disobey stop signs","February 1, 2022"
Markets,Some cars' systems designed to keep drivers' eyes on the road fail -AAA study,"February 1, 2022"
Business,Nasdaq narrowly misses worst January ever as Wall Street gains,"February 1, 2022"
Business,LIVE MARKETS Gloomy January ends on up note,"January 31, 2022"
Markets,LIVE MARKETS Emerging market equities may shine in 2022,"January 31, 2022"
Markets,LIVE MARKETS Chip index rallies as investors eye future demand,"January 31, 2022"
